[TEXTURES]
40103	47	3	55	51	401
40104	58	3	66	51	401
40105	68	3	76	51	401
40106	78	3	86	51	401
40107	88	3	96	51	401
40108	99	3	107	51	401

#item HP
40201	87	240	103	256	401

#brick2
40301	3	201	19	217	401
#---------------Bullet-------------------

#bullet
30001	151	177	166	193	401
30002	171	176	187	191	401
30003	192	177	208	193	401
#bullet1
30101	135	183 	139	187	401
#bullet2
30201	106	203	128	209	401
30202	157	203	179	209	401
30203	141	192	147	214	401

#---------------Enemy-------------------
#enemy1
20101	64	412	82	422	601
20102	46	412	63	422	601
					
20103	172	412	190	422	601
20104	191	412	208	422	601

#enemy2
20301	104	406 	122	422	601
20302	84	407 	102	422	601

20303	132	406 	150	422	601
20304	152	407 	170	422	601

#enemy3
20201	87	425 	105	441	601
20202	67	424 	85	441	601

20203	51	441 	67	459	601
20204	50	461 	67	479	601

20205	67	479 	85	495	601
20206	87	479 	105	496	601

20207	105	461 	121	479	601
20208	105	441 	122	459	601

20209	169	424 	187	441	601
20210	149	425 	167	441	601

20211	132	441 	149	459	601
20212	133	461 	149	479	601

20213	149	479 	167	496	601
20214	169	479 	187	495	601

20215	169	479 	187	495	601
20216	187	441 	203	459	601

#enemy4
20401	104	530	122	548	601
20402	84	530	102	548	601

20403	132	530	150	548	601
20404	152	530	170	548	601

#enemy5
20501	78	387	96	405	601
20502	98	387	116	405	601
20503	118	387	136	405	601
20504	138	387	156	405	601
20505	158	387	176	405	601

#enemy6
20601	105	500	122	525	601
20602	87	500	102	525	601
20603	69	500	84	525	601

20604	132	500	149	525	601
20605	152	500	167	525	601
20606	170	500	185	525	601

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
#----------Nhan vat------------
#nhin ben trai	
400	11001	100
#nhin ben phai
401	11002	100
#di ben trai
410	11003	100	11004	100	11005	100
#di ben phai
411	11006	100	11007	100	11008	100
#bo ben trai
420	11009	100	11010	100
#bo ben phai
421	11011	100	11012	100
#nam ben trai
430	11009	100
#nam ben phai
431	11011	100
#chet ben trai
440	11022	100	11023	100	11024	100	11025	100	11026	400000
#chet ben phai
441	11017	100	11018	100	11019	100	11020	100	11021	400000
#xe
450	11100	100	11101	100	11102	100	11103	100	11104	100	11105	100	11106	100	11107	100
451	11108	100	11109	100	11110	100	11111	100	11112	100	11113	100	11114	100	11115	100
452	11116	100	11117	100	11118	100	11119	100	11120	100	11121	100	11122	100	11123	100
453	11124	100	11125	100	11126	100	11127	100	11128	100	11129	100	11130	100	11131	100
454	11132	100	11133	100	11134	100	11135	100	11136	100	11137	100	11138	100	11139	100
#Xe trong 
455	11140	100	11142	100
#xe no
456	11141	100
#Leo cau thang
461	11027	100	11028	100
#----------items------------
#hp nhan vat
4001	40100	100	40101	100	40102	100	40103	100	40104	100	40105	100	40106	100	40107	100	40108	100
#Item hp
4002	40201	100
#brick2
4003	40301	100
#----------Bullet------------
#bullet
2000	30001	50	30002	50	30003	50
#bullet1
2001	30101	100
#bullet2
2002	30201	100	30202	100	30203	100

#----------enemy------------
#enemy1
1011	20101	100	20102	100
1012	20103	100	20104	100
#enemy2
1031	20301	100	20302	100
1032	20303	100	20304	100
#enemy3
1021	20201	100	20202	100
1022	20203	100	20204	100
1023	20205	100	20206	100
1024	20207	100	20208	100
1025	20209	100	20210	100
1026	20211	100	20212	100
1027	20213	100	20214	100
1028	20215	100	20216	100
#enemy4
1041	20401	50	20402	50
1042	20403	50	20404	50
#enemy4
1051	20501	50	20502	50	20503	50	20504	50	20505	50
1052	20501	17	20502	17	20503	17	20504	17	20505	17
#enemy6	
1061	20601	100	20602	100	20603	100
1062	20604	100	20605	100	20606	100
[ANIMATION_SETS]
#nhan vat
1	400	401	410	411	420	421	430	431	440	441	450	451	452	453	454	456	461
#xe trong, khoi tao trong
2	455

#----------Items------------
#hp nhan vat
901	4001
#item hp
902	4002
#Brick2
903	4003
#----------Bullet------------
#bullet1
701	2001	2000
#bullet2
702	2002	2000
#bullet3
#----------enemy------------
#enemy1
801	1011	1012
#enemy2
802	1031	1032
#enemy3
803	1021	1022	1023	1024	1025	1026	1027	1028	1029
#enemy4
804	1041	1042
#enemy5
805	1051	1052
#enemy6
806	1061	1062
[MAP]
#title	cl	row	
#201	6	11	128	128	59	map\Map2Sl_1.txt
201	11	11	128	128	121	map\Map2Sl_1.txt
[OBJECTS]
# MARIO
0	1072	1152	1
[AREAONMAP]
101	AreaOnMap\Area2sl.1.txt
102	AreaOnMap\Area2sl.2.txt
103	AreaOnMap\Area2sl.3.txt
104	AreaOnMap\Area2sl.4.txt
105	AreaOnMap\Area2sl.5.txt
106	AreaOnMap\Area2sl.6.txt
107	AreaOnMap\Area2sl.7.txt
108	AreaOnMap\Area2sl.8.txt
109	AreaOnMap\Area2sl.9.txt
110	AreaOnMap\Area2sl.10.txt
111	AreaOnMap\Area2sl.11.txt
112	AreaOnMap\Area2sl.12.txt
113	AreaOnMap\Area2sl.13.txt
114	AreaOnMap\Area2sl.14.txt
115	AreaOnMap\Area2sl.15.txt
[overhead]
101	areaoverhead\
