[TEXTURES]
20216	187	441 	203	459	601

#enemy4
20401	104	530	122	548	601
20402	84	530	102	548	601

20403	132	530	150	548	601
20404	152	530	170	548	601

#enemy5
20501	78	387	96	405	601
20502	98	387	116	405	601
20503	118	387	136	405	601
20504	138	387	156	405	601
20505	158	387	176	405	601

#enemy6
20601	105	500	122	525	601
20602	87	500	102	525	601
20603	69	500	84	525	601

20604	132	500	149	525	601
20605	152	500	167	525	601
20606	170	500	185	525	601
#enemy21
21211	41	607	67	629	601
21212	70	603	92	629	601
21213	96	603	122	629	601
#enemy22
22001	102	550	118	566	601
22002	119	550	135	566	601
22003	136	550	152	566	601
#enemy23
23001	71	568	95	600	601
23002	98	568	122	600	601
#BOSS
#normal
160001	77	143	137	207	1000
160002	142	142	202	207	1000
160003	208	143	268	207	1000
160004	274	142	334	207	1000
160005	77	213	137	278	1000
160006	142	212	202	278	1000
160007	208	213	268	278	1000
160008	274	212	334	278	1000
#Injured
160009	78	281	138	345	1000
160010	143	417	203	482	1000
160011	210	281	270	345	1000
160012	279	417	339	482	1000
#Die
160013	78	695	138	759	1000

#BOSS CLAW SECTION
#normal
170001	86	2	102	19	1001
170002	109	2	125	19	1001
#injured
170007	38	2	54	19	1001
170008	13	2	29	19	1001
#BOSS BIG LEFT CLAW
#normal
170003	208	20	226	52	1001
170004	185	20	203	52	1001
#injured
170009	256	20	274	52	1001
170010	281	20	299	52	1001

#BOSS BIG RIGHT CLAW
#normal
170005	88	20	106	52	1001
170006	111	20	129	52	1001
#injured
170011	40	20	58	52	1001
170012	15	20	33	52	1001
#FIREWORK
20001	37	37	74	74	105
20002	0	74	37	111	105
20003	74	74	111	111	105
# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
#----------Nhan vat------------
#nhin ben trai	
400	11001	100
#nhin ben phai
401	11002	100
#di ben trai
410	11003	100	11004	100	11005	100
#di ben phai
411	11006	100	11007	100	11008	100
#bo ben trai
420	11009	100	11010	100
#bo ben phai
421	11011	100	11012	100
#nam ben trai
430	11009	100
#nam ben phai
431	11011	100
#chet ben trai
440	11022	100	11023	100	11024	100	11025	100	11026	400000
#chet ben phai
441	11017	100	11018	100	11019	100	11020	100	11021	400000
#xe
450	11100	100	11101	100	11102	100	11103	100	11104	100	11105	100	11106	100	11107	100
451	11108	100	11109	100	11110	100	11111	100	11112	100	11113	100	11114	100	11115	100
452	11116	100	11117	100	11118	100	11119	100	11120	100	11121	100	11122	100	11123	100
453	11124	100	11125	100	11126	100	11127	100	11128	100	11129	100	11130	100	11131	100
454	11132	100	11133	100	11134	100	11135	100	11136	100	11137	100	11138	100	11139	100
#Xe trong 
455	11140	100	11142	100
#xe no
456	11141	100
#Leo cau thang
461	11027	100	11028	100
#----------------OVH----------------
#DUNG TREN>DUOI>TRAI>PHAI
17	17	100
18	18	100
19	19	100
20	20	100
#DI TREN>DUOI>TRAI>PHAI
21	21	100	17	100	22	100	17	100
22	23	100	18	100	24	100	18	100
23	25	100	19	100	26	100	19	100
24	27	100	20	100	28	100	20	100
#chet
25	29	100
#----------items------------
#hp nhan vat
4001	40100	100	40101	100	40102	100	40103	100	40104	100	40105	100	40106	100	40107	100	40108	100
#Item hp
4002	40201	100
#brick2
4003	40301	100
#brick21
500021	50001	100
#----------Bullet------------
#bullet
2000	30001	50	30002	50	30003	50
#bullet1
2001	30101	100
#bullet2
2002	30201	100	30202	100	30203	100
#bullet21
20021	302101	100	302102	100	302103	100	302104	100
#enemybullet
21001	310001	100

#----------enemy------------
#enemy1
1011	20101	100	20102	100
1012	20103	100	20104	100
#enemy2
1031	20301	100	20302	100
1032	20303	100	20304	100
#enemy3
1021	20201	100	20202	100
1022	20203	100	20204	100
1023	20205	100	20206	100
1024	20207	100	20208	100
1025	20209	100	20210	100
1026	20211	100	20212	100
1027	20213	100	20214	100
1028	20215	100	20216	100
#enemy4
1041	20401	50	20402	50
1042	20403	50	20404	50
#enemy4
1051	20501	50	20502	50	20503	50	20504	50	20505	50
1052	20501	17	20502	17	20503	17	20504	17	20505	17
#enemy6	
1061	20601	100	20602	100	20603	100
1062	20604	100	20605	100	20606	100
#enemy21
2101	21213	450	21211	100	21213	450
2102	21213	450	21212	100	21213	450
#enemy22
2201	22001	100	22003	100
2202	22002	50
#enemy23
2301	23001	100
2302	23001	50	23002	50
2303	23002	100
#---BOSS---
#normal
1901	160001	40	160002	40	160003	40	160004	40
#injured
19010	160009	40	160010	40	160011	40	160012	40
#die
19011	160013	100

#---BOSS CLAW SECTION---
#SECTION
#normal
1902	170001	40	170002	40
#injured
1905	170007	40	170008	40

#LEFT
#normal
1903	170003	40	170004	40
#injured
1906	170009	40	170010	40
#RIGHT
#normal
1904	170005	40	170006	40
#injured
1907	170011	40	170012	40
#FIREWORK
201	20001	200	20002	200	20003	200

[ANIMATION_SETS]
#nhan vat
1	400	401	410	411	420	421	430	431	440	441	450	451	452	453	454	456	461	17	18	19	20	21	22	23	24	25
#xe trong, khoi tao trong
2	455

#----------Items------------
#hp nhan vat
901	4001
#item hp
902	4002
#Brick2
903	4003
#Brick21
1001	500021
#----------Bullet------------
#bullet1
701	2001	2000
#bullet2
702	2002	2000
#bullet2
7021	20021	2000
#bullet3
#enemybullet
711	21001	2000
#----------enemy------------
#enemy1
801	1011	1012
#enemy2
802	1031	1032
#enemy3
803	1021	1022	1023	1024	1025	1026	1027	1028
#enemy4
804	1041	1042
#enemy5
805	1051	1052
#enemy6
806	1061	1062
#enemy21
301	2101	2102
#enemy22
302	2201	2202
#enemy23
303	2301	2302	2303
#Boss
16	1901	19010	19011

#Boss Claw Section
17	1902	1905
#Boss Left Claw
18	1903	1906
#Boss Right Claw
19	1904	1907
#FIREWORK
22	201
[MAP]
#title	cl	row	cl	row
201	15	14	384	256	200	map\tiles.txt

[OBJECTS]
# MARIO
#0	1072	1152	1
0	4144	3968	1
[AREAONMAP]
101	AreaOnMap\Area2sl.1.txt
102	AreaOnMap\Area2sl.2.txt
103	AreaOnMap\Area2sl.3.txt
104	AreaOnMap\Area2sl.4.txt
105	AreaOnMap\Area2sl.5.txt
106	AreaOnMap\Area2sl.6.txt
107	AreaOnMap\Area2sl.7.txt
108	AreaOnMap\Area2sl.8.txt
109	AreaOnMap\Area2sl.9.txt
110	AreaOnMap\Area2sl.10.txt
111	AreaOnMap\Area2sl.11.txt
112	AreaOnMap\Area2sl.12.txt
113	AreaOnMap\Area2sl.13.txt
114	AreaOnMap\Area2sl.14.txt
115	AreaOnMap\Area2sl.15.txt
201	AreaOnMap\ovh.1.txt
